Source_ID	Assertion_ID	timestamp
2903995495	35	Wed Mar 30 06:20:25 2016
378917532	35	Wed Mar 30 06:22:04 2016
2868308240	35	Wed Mar 30 06:22:25 2016
2919955141	35	Wed Mar 30 06:22:26 2016
2919900510	35	Wed Mar 30 06:22:30 2016
2880020053	35	Wed Mar 30 06:33:41 2016
2903118025	35	Wed Mar 30 06:53:05 2016
499855923	36	Wed Mar 30 06:23:36 2016
2691820789	36	Wed Mar 30 06:25:31 2016
3121370115	36	Wed Mar 30 06:26:10 2016
2563774736	36	Wed Mar 30 06:30:13 2016
2191108976	36	Wed Mar 30 06:32:44 2016
707298392226074624	36	Wed Mar 30 06:47:29 2016
2613143381	37	Wed Mar 30 06:53:39 2016
2789331778	37	Wed Mar 30 07:00:49 2016
2955441687	37	Wed Mar 30 07:00:53 2016
843894824	37	Wed Mar 30 07:01:19 2016
2734347136	37	Wed Mar 30 07:04:48 2016
3159087353	37	Wed Mar 30 07:10:31 2016
282848539	38	Wed Mar 30 07:01:40 2016
2858271148	38	Wed Mar 30 07:01:47 2016
196122636	38	Wed Mar 30 07:04:22 2016
3621289632	38	Wed Mar 30 07:05:23 2016
821904398	38	Wed Mar 30 07:07:31 2016
4833701953	38	Wed Mar 30 07:15:07 2016
3230853392	39	Wed Mar 30 06:18:24 2016
2217311312	39	Wed Mar 30 06:28:36 2016
905100416	39	Wed Mar 30 06:33:46 2016
522537060	39	Wed Mar 30 06:36:14 2016
2694728736	39	Wed Mar 30 06:36:44 2016
3049144645	39	Wed Mar 30 06:57:11 2016
1051455504	40	Wed Mar 30 06:29:09 2016
54153498	40	Wed Mar 30 06:30:43 2016
393190233	40	Wed Mar 30 06:36:51 2016
3700121652	40	Wed Mar 30 06:48:32 2016
24485962	40	Wed Mar 30 06:54:41 2016
3925208006	40	Wed Mar 30 07:01:19 2016
426655450	41	Wed Mar 30 06:27:05 2016
240271345	41	Wed Mar 30 06:28:08 2016
3437653049	41	Wed Mar 30 06:29:06 2016
773459178	41	Wed Mar 30 06:32:12 2016
619429219	41	Wed Mar 30 06:39:58 2016
457117691	41	Wed Mar 30 06:43:54 2016
942140712	42	Wed Mar 30 06:18:25 2016
302139470	42	Wed Mar 30 06:22:05 2016
16622292	42	Wed Mar 30 06:24:03 2016
563121626	42	Wed Mar 30 06:33:41 2016
49524127	42	Wed Mar 30 07:15:06 2016
49524127	42	Wed Mar 30 07:15:07 2016
3639843072	43	Wed Mar 30 06:23:33 2016
2939934499	43	Wed Mar 30 06:30:15 2016
146714661	43	Wed Mar 30 06:37:21 2016
701951322535256064	43	Wed Mar 30 06:58:08 2016
2318122087	43	Wed Mar 30 07:03:15 2016
3414183909	43	Wed Mar 30 07:11:07 2016
137832626	44	Wed Mar 30 06:22:33 2016
30155106	44	Wed Mar 30 06:50:07 2016
21238575	44	Wed Mar 30 06:50:07 2016
30973314	44	Wed Mar 30 06:52:04 2016
4109790982	44	Wed Mar 30 07:15:38 2016
3668464459	45	Wed Mar 30 06:19:59 2016
133442435	45	Wed Mar 30 06:38:49 2016
443191832	45	Wed Mar 30 06:53:32 2016
2732582388	45	Wed Mar 30 07:05:54 2016
3119293586	45	Wed Mar 30 07:16:12 2016
24655516	46	Wed Mar 30 06:25:35 2016
56952466	46	Wed Mar 30 06:34:48 2016
2312387600	46	Wed Mar 30 06:49:39 2016
406020629	46	Wed Mar 30 06:59:10 2016
28519044	46	Wed Mar 30 07:02:23 2016
1412064840	47	Wed Mar 30 06:49:03 2016
469381281	47	Wed Mar 30 06:50:31 2016
73048382	47	Wed Mar 30 07:06:25 2016
34701889	47	Wed Mar 30 07:07:59 2016
304061756	47	Wed Mar 30 07:09:59 2016
2676036145	48	Wed Mar 30 06:21:02 2016
228471434	48	Wed Mar 30 06:24:32 2016
287405399	48	Wed Mar 30 06:29:40 2016
4766488889	48	Wed Mar 30 07:10:55 2016
2785682992	48	Wed Mar 30 07:18:05 2016
40074518	49	Wed Mar 30 06:40:58 2016
422251258	49	Wed Mar 30 06:46:32 2016
3471489923	49	Wed Mar 30 06:57:10 2016
249391918	49	Wed Mar 30 07:08:50 2016
113055666	49	Wed Mar 30 07:17:09 2016
1209638186	50	Wed Mar 30 06:29:03 2016
3414065488	50	Wed Mar 30 07:03:51 2016
324621715	50	Wed Mar 30 07:04:48 2016
246309260	50	Wed Mar 30 07:07:54 2016
3393915803	50	Wed Mar 30 07:08:25 2016
4246629989	51	Wed Mar 30 06:26:39 2016
443044690	51	Wed Mar 30 06:27:34 2016
131186377	51	Wed Mar 30 06:39:21 2016
143438881	51	Wed Mar 30 06:46:35 2016
1554397106	51	Wed Mar 30 07:12:03 2016
2	52	Wed Mar 30 06:18:59 2016
3362609405	52	Wed Mar 30 06:24:04 2016
3362609405	52	Wed Mar 30 06:24:05 2016
3058323502	52	Wed Mar 30 07:15:37 2016
1	53	Wed Mar 30 06:19:00 2016
1	53	Wed Mar 30 06:24:05 2016
1175642023	53	Wed Mar 30 06:19:00 2016
2565719033	53	Wed Mar 30 06:24:05 2016
1	54	Wed Mar 30 06:20:58 2016
1	54	Wed Mar 30 06:27:08 2016
1175642023	54	Wed Mar 30 06:20:58 2016
2440123848	54	Wed Mar 30 06:27:08 2016
18654283	55	Wed Mar 30 06:43:27 2016
123833376	55	Wed Mar 30 06:43:28 2016
299642852	55	Wed Mar 30 06:43:28 2016
17917312	55	Wed Mar 30 06:51:39 2016
434681649	56	Wed Mar 30 06:37:13 2016
2178922148	56	Wed Mar 30 06:46:33 2016
2670461822	56	Wed Mar 30 06:46:35 2016
2523556454	56	Wed Mar 30 07:16:36 2016
2393251180	57	Wed Mar 30 06:27:35 2016
2231997954	57	Wed Mar 30 06:31:14 2016
159954934	57	Wed Mar 30 06:48:34 2016
715068733635604480	57	Wed Mar 30 07:11:01 2016
8375732	58	Wed Mar 30 06:59:15 2016
1143783499	58	Wed Mar 30 07:06:27 2016
18791769	58	Wed Mar 30 07:09:28 2016
